,BPT,WHAN,Z_1,mass_stellar_percentile50,T_C_ISM_percentile16,T_C_ISM_percentile50,T_C_ISM_percentile84,T_W_BC_percentile16,T_W_BC_percentile50,T_W_BC_percentile84,SFR_0_1Gyr_percentile16,SFR_0_1Gyr_percentile50,SFR_0_1Gyr_percentile84,ager_percentile50,P100_flux,P100_fluxerr,SurfaceDensity,SurfaceDensityErr,SurfaceDensityFlag
1036,UNCXY,SF,0.2088,10.59,15.688,17.238,20.038,33.438,43.013,54.588,-0.093,0.027,0.167,9.702,0.0,0.027814347,-999.0,-999.0,-999.0
1037,UNCX,LLR,0.1695,10.52,16.613,19.563,22.738,35.113,45.288,55.513,-0.843,-0.438,-0.208,9.512,-999.0,-999.0,-999.0,-999.0,-999.0
1038,AGNXY,sAGN,0.2811,11.02,17.688,20.688,23.288,35.538,45.338,56.113,1.412,1.477,1.542,9.087,0.080289826,0.019868758,-999.0,-999.0,-999.0
1039,SFXY,SF,0.1879,10.11,16.638,19.463,22.813,34.788,45.688,55.538,-0.693,0.012,0.112,8.897,0.0041073156,0.018823665,-999.0,-999.0,-999.0
1040,UNCXY,UNC,0.2209,10.74,16.363,19.413,23.013,33.988,43.963,54.688,0.127,0.237,0.337,9.572,0.0,0.036649514,-999.0,-999.0,-999.0
1041,SFX,ELR,0.1607,10.95,17.138,19.588,22.138,34.463,45.688,55.538,-0.208,-0.038,0.097,9.557,0.027731573,0.020108834,-999.0,-999.0,-999.0
1042,SFX,UNC,0.2168,10.68,21.663,23.538,24.588,36.063,46.688,55.863,0.537,0.642,0.737,9.287,0.041998632,0.01754602,-999.0,-999.0,-999.0
1043,SFX,UNC,0.26,11.05,17.013,18.888,20.713,37.563,49.088,56.513,0.302,0.882,0.967,9.472,0.03822439,0.018201452,-999.0,-999.0,-999.0
1044,UNCX,ELR,0.108,10.95,20.738,22.413,23.888,34.263,45.013,55.663,-0.138,-0.038,0.062,9.627,0.047680885,0.031882547,-999.0,-999.0,-999.0
1045,AGNXY,sAGN,0.3178,10.61,19.688,19.688,19.688,58.913,58.913,58.913,1.497,1.497,1.497,8.902,-999.0,-999.0,-999.0,-999.0,-999.0
1046,SFX,ELR,0.1557,11.17,24.513,24.688,24.888,48.763,58.113,59.338,0.247,0.417,0.437,9.837,-999.0,-999.0,-999.0,-999.0,-999.0
1047,UNCXY,SF,0.1558,10.22,15.263,16.113,17.763,34.138,44.863,55.263,-0.098,-0.033,0.077,9.462,-999.0,-999.0,-999.0,-999.0,-999.0
1048,SFX,ELR,0.1948,10.87,16.088,18.588,22.088,34.713,45.188,55.538,-0.703,-0.348,-0.153,9.582,-999.0,-999.0,-999.0,-999.0,-999.0
1049,SFX,sAGN,0.2259,11.31,23.738,24.588,24.863,34.738,44.513,54.438,0.107,0.362,0.477,9.417,0.11456194,0.018769203,-999.0,-999.0,-999.0
1050,SFX,sAGN,0.0881,10.75,20.638,22.438,23.988,33.138,41.413,52.488,-0.068,-0.008,0.067,9.467,0.08779844,0.028594403,-999.0,-999.0,-999.0
1051,UNCXY,SF,0.155,10.36,20.663,23.163,24.388,44.188,53.338,58.188,-0.928,0.537,0.937,8.572,0.086690105,0.019407654,-999.0,-999.0,-999.0
1052,NOEL,LLR,0.3112,11.32,15.413,16.688,19.138,35.413,45.388,55.313,-0.768,-0.258,0.107,9.587,0.0,0.01917829,-999.0,-999.0,-999.0
1053,UNCXY,UNC,0.1347,10.68,18.038,20.613,23.163,33.188,41.663,54.088,0.362,0.457,0.477,9.567,0.05648104,0.030358633,-999.0,-999.0,-999.0
1054,UNCX,LLR,0.0681,10.73,15.813,17.813,20.388,34.613,44.738,54.613,-0.808,-0.618,-0.533,9.742,0.0,0.026993988,-999.0,-999.0,-999.0
1055,UNCX,UNC,0.2644,11.2,15.638,16.988,19.313,34.888,46.163,55.613,0.347,0.547,0.697,9.457,0.0,0.026411979,-999.0,-999.0,-999.0
1056,AGNX,LLR,0.2816,11.08,16.413,19.313,22.838,34.838,44.888,55.238,-0.993,-0.548,-0.278,9.447,0.0045100646,0.019155342,-999.0,-999.0,-999.0
1057,AGNXY,sAGN,0.2328,10.96,15.713,17.263,20.013,33.338,42.538,53.788,0.397,0.397,0.442,9.572,0.0,0.03496017,-999.0,-999.0,-999.0
1058,UNCX,ELR,0.2104,11.0,16.838,19.138,21.513,34.363,44.363,54.963,-0.338,-0.048,0.167,9.687,0.016820606,0.04788673,-999.0,-999.0,-999.0
1059,SFX,wAGN,0.1909,11.13,20.013,21.313,22.663,38.188,52.013,58.563,0.872,0.932,1.052,9.312,0.031072399,0.1556733,-999.0,-999.0,-999.0
1060,UNCX,ELR,0.1566,10.99,18.388,20.138,22.013,35.063,46.638,55.638,-0.323,-0.168,-0.023,9.567,0.002693656,0.017332492,-999.0,-999.0,-999.0
1061,AGNXY,sAGN,0.2893,11.12,15.688,16.963,18.538,37.913,49.988,57.113,0.947,1.052,1.117,9.332,0.002820389,0.023033999,-999.0,-999.0,-999.0
1062,NOEL,LLR,0.1708,10.76,15.138,15.638,16.838,36.063,46.313,55.013,-1.793,-1.103,-0.698,9.632,0.0,0.02253536,-999.0,-999.0,-999.0
1063,UNCX,NER,0.2889,10.95,15.688,17.788,21.363,34.038,44.338,54.938,0.632,0.707,0.812,9.387,0.0,0.023498524,-999.0,-999.0,-999.0
1064,SFX,wAGN,0.2507,10.92,18.288,21.663,23.988,34.213,43.663,54.638,0.067,0.242,0.387,9.347,0.042318877,0.022865642,-999.0,-999.0,-999.0
1065,SFXY,SF,0.3013,10.46,16.163,18.238,21.163,33.963,44.163,55.013,-0.373,0.272,0.837,8.947,0.0,0.024628755,-999.0,-999.0,-999.0
1066,SFXY,UNC,0.0902,10.65,19.938,22.488,24.338,35.538,47.988,57.138,-0.238,-0.088,0.017,9.522,-999.0,-999.0,-999.0,-999.0,-999.0
1067,NOEL,NER,0.2328,10.73,15.238,16.063,17.488,35.463,45.888,54.988,-0.533,-0.108,0.092,9.257,0.020910865,0.020225586,-999.0,-999.0,-999.0
1068,UNCXY,SF,0.0706,9.832,19.113,21.288,23.288,35.188,46.713,56.438,-1.178,-0.853,-0.643,9.597,0.03402986,0.015399017,-999.0,-999.0,-999.0
1069,UNCX,ELR,0.1729,10.61,16.488,19.288,22.563,34.263,44.813,55.063,-0.108,0.017,0.112,9.472,0.0,0.024008606,-999.0,-999.0,-999.0
1070,AGNXY,sAGN,0.2694,10.79,15.638,17.113,19.563,34.238,44.238,55.263,0.302,0.502,0.662,9.372,0.023244038,0.017379586,-999.0,-999.0,-999.0
1071,UNCXY,UNC,0.2087,10.03,15.888,18.013,20.963,33.963,44.688,54.938,0.212,0.362,0.447,9.207,0.0034330527,0.015809195,-999.0,-999.0,-999.0
1072,UNCXY,sAGN,0.3067,10.53,18.438,20.638,22.913,34.313,44.963,55.263,-0.368,0.297,0.832,8.797,0.02050181,0.020475077,-999.0,-999.0,-999.0
1073,SFX,sAGN,0.1684,10.57,18.238,19.813,21.413,34.238,44.038,54.113,0.412,0.527,0.632,9.302,0.053809,0.012529329,-999.0,-999.0,-999.0
1074,NOEL,NER,0.2488,10.85,15.863,17.863,21.263,35.413,44.888,55.013,-1.063,-0.453,-0.163,9.287,0.045131,0.013507381,-999.0,-999.0,-999.0
1075,UNCXY,SF,0.0577,9.182,15.263,15.263,16.113,56.263,57.188,57.188,-0.463,-0.378,-0.378,9.342,0.06918429,0.014657678,-999.0,-999.0,-999.0
1076,SFX,UNC,0.152,10.89,16.838,19.188,21.738,34.538,45.638,55.388,-0.203,-0.093,0.012,9.582,0.017139362,0.05316351,-999.0,-999.0,-999.0
1077,UNCXY,sAGN,0.2566,11.06,15.513,16.638,18.738,34.263,44.138,54.513,0.667,0.737,0.822,9.442,0.05608627,0.021662436,-999.0,-999.0,-999.0
1078,UNCXY,SF,0.3074,10.7,15.713,17.513,20.438,34.438,43.263,54.138,0.507,0.667,0.822,9.277,0.042354714,0.014761986,-999.0,-999.0,-999.0
1079,SFX,wAGN,0.2605,11.41,18.813,22.288,24.263,34.388,44.613,55.063,-0.108,0.257,0.557,9.527,0.06846621,0.023754355,-999.0,-999.0,-999.0
1080,UNCX,NER,0.233,10.82,15.513,17.688,21.688,35.088,44.738,55.013,-0.908,-0.408,-0.063,9.517,0.041835476,0.011185078,-999.0,-999.0,-999.0
1081,NOEL,NER,0.2582,10.56,15.463,16.613,18.913,34.113,43.988,54.688,-1.233,-0.643,-0.308,9.432,0.020220924,0.014722587,-999.0,-999.0,-999.0
1082,UNCXY,SF,0.0541,8.947,15.613,17.113,20.213,32.288,39.063,51.088,-0.888,-0.753,-0.633,9.242,0.016324304,0.016939024,-999.0,-999.0,-999.0
1083,NOEL,NER,0.2805,10.94,15.888,17.388,19.213,34.988,44.638,55.038,-0.658,-0.053,0.237,9.602,0.018263979,0.013948276,-999.0,-999.0,-999.0
1084,NOEL,NER,0.2497,10.72,15.163,15.663,16.763,35.513,45.238,55.038,-0.308,-0.038,0.132,9.527,0.016148705,0.009598362,-999.0,-999.0,-999.0
1085,UNCXY,sAGN,0.1234,10.52,15.613,17.138,19.713,38.388,49.813,57.138,0.182,0.262,0.327,9.462,0.026174208,0.018711917,-999.0,-999.0,-999.0
1086,SFX,SF,0.3118,10.42,15.888,17.513,19.213,33.013,42.263,53.113,0.937,1.027,1.127,8.977,0.029967634,0.020389097,-999.0,-999.0,-999.0
1087,SFX,SF,0.1458,10.65,18.313,20.938,23.138,36.088,48.113,56.588,-0.003,0.077,0.162,9.582,0.010468229,0.016834365,-999.0,-999.0,-999.0
1088,NOEL,LLR,0.0844,9.847,19.313,21.638,23.413,35.663,45.513,55.613,-1.613,-0.893,-0.498,9.517,0.06939742,0.021293197,-999.0,-999.0,-999.0
1089,SFX,UNC,0.1518,8.802,15.113,15.388,16.963,50.338,54.713,58.063,0.607,0.612,0.712,8.037,0.016729882,0.013723771,-999.0,-999.0,-999.0
1090,NOEL,LLR,0.2574,10.67,15.738,16.038,16.263,51.688,54.713,57.888,0.522,0.522,0.522,9.757,0.0,0.019441057,-999.0,-999.0,-999.0
1091,SFX,UNC,0.1103,8.692,16.488,17.938,21.463,54.938,59.013,59.863,0.447,0.562,0.602,8.002,0.053716555,0.01709898,-999.0,-999.0,-999.0
1092,SFX,SF,0.0914,9.242,15.613,16.813,18.863,34.013,42.338,52.563,-0.743,-0.363,-0.168,9.047,0.038233705,0.011677734,-999.0,-999.0,-999.0
1093,NOEL,LLR,0.2195,10.46,16.463,19.363,22.788,34.488,44.838,55.263,-0.833,-0.248,0.087,9.547,0.008940025,0.028810535,-999.0,-999.0,-999.0
1094,AGNXY,UNC,0.3082,10.97,15.213,15.913,17.288,35.438,44.963,54.713,-0.163,0.322,0.552,9.477,0.04393549,0.019462714,-999.0,-999.0,-999.0
1095,UNCXY,SF,0.2848,10.63,18.438,21.113,23.388,34.788,46.013,55.863,0.567,0.737,0.847,9.267,0.0,0.016932601,-999.0,-999.0,-999.0
1096,NOEL,NER,0.1306,9.442,17.688,20.413,23.238,32.638,38.438,47.138,0.252,0.382,0.592,8.732,-999.0,-999.0,-999.0,-999.0,-999.0
1097,SFX,SF,0.2196,9.197,15.113,15.313,15.413,45.938,56.363,59.638,0.797,0.882,0.997,8.292,0.06974141,0.024162857,-999.0,-999.0,-999.0
1098,AGNXY,NER,0.1998,10.56,17.863,20.263,22.913,34.488,44.713,55.813,0.077,0.292,0.482,9.442,-999.0,-999.0,-999.0,-999.0,-999.0
1099,SFX,SF,0.1285,9.452,15.113,15.413,16.088,43.563,53.388,56.688,0.092,0.092,0.372,9.372,0.0469409,0.015199084,-999.0,-999.0,-999.0
1100,UNCXY,sAGN,0.3037,10.21,15.363,16.738,19.338,33.988,43.438,53.588,0.887,1.002,1.127,8.817,0.056840535,0.015492517,-999.0,-999.0,-999.0
1101,SFX,UNC,0.1323,10.02,16.588,19.813,23.213,33.838,43.388,54.338,-0.223,-0.148,-0.023,9.397,0.02650555,0.022418208,-999.0,-999.0,-999.0
1102,NOEL,NER,0.2987,11.62,15.863,18.163,21.688,35.113,45.188,55.313,-0.638,-0.218,0.037,9.717,0.0,0.022927297,-999.0,-999.0,-999.0
1103,SFX,sAGN,0.0202,6.947,15.188,15.838,17.063,41.713,47.413,54.263,-1.148,-1.143,-1.143,8.002,0.015903017,0.048955,-999.0,-999.0,-999.0
1104,UNCXY,UNC,0.1563,10.28,22.388,23.938,24.713,44.663,53.638,58.563,0.462,0.592,0.692,9.182,0.043154333,0.021310149,-999.0,-999.0,-999.0
1105,UNCXY,sAGN,0.1571,10.44,22.563,23.863,24.638,41.288,50.888,57.513,0.677,0.687,0.692,8.972,0.08379135,0.011628477,-999.0,-999.0,-999.0
1106,UNCX,ELR,0.199,10.91,17.138,20.238,23.238,34.338,44.763,55.163,-0.318,-0.093,0.017,9.572,0.0,0.017968168,-999.0,-999.0,-999.0
1107,UNCY,LLR,0.2285,10.03,15.238,16.038,17.313,35.988,47.588,56.013,-0.218,0.282,0.477,9.092,0.0,0.01771527,-999.0,-999.0,-999.0
1108,UNCXY,UNC,0.0946,9.282,15.113,15.313,15.788,35.613,46.863,56.188,-0.278,0.032,0.032,9.252,0.0154832145,0.015690088,-999.0,-999.0,-999.0
1109,SFX,SF,0.1267,9.037,16.688,18.263,20.263,30.538,34.413,45.063,0.252,0.252,0.472,8.787,0.06111436,0.015535715,-999.0,-999.0,-999.0
1110,SFXY,SF,0.0512,9.482,21.913,23.638,24.638,37.713,47.013,54.788,-0.248,-0.183,-0.128,9.187,0.114242285,0.016964773,-999.0,-999.0,-999.0
1111,UNCXY,UNC,0.1599,10.75,15.788,17.988,21.363,34.938,44.863,55.263,-1.043,-0.703,-0.408,9.762,0.026927229,0.011010033,-999.0,-999.0,-999.0
1112,SFX,sAGN,0.202,10.83,20.688,22.938,24.413,34.513,44.188,54.438,0.387,0.477,0.562,9.392,0.043206476,0.014514145,-999.0,-999.0,-999.0
1113,AGNX,LLR,0.2535,10.97,16.613,19.463,22.488,34.488,44.463,55.238,-0.168,0.102,0.272,9.452,0.016556522,0.021332132,-999.0,-999.0,-999.0
1114,SFX,UNC,0.2871,10.29,15.213,16.188,17.963,33.813,43.663,54.863,0.502,0.627,0.842,9.267,0.023277525,0.015654195,-999.0,-999.0,-999.0
1115,SFX,UNC,0.2833,11.15,16.338,18.913,22.238,35.138,46.313,55.663,0.327,0.392,0.562,9.407,0.0028881717,0.026412046,-999.0,-999.0,-999.0
1116,SFX,UNC,0.1689,10.65,18.463,20.788,22.988,34.688,45.613,55.663,0.352,0.412,0.527,9.262,0.046900272,0.023049185,-999.0,-999.0,-999.0
1117,SFX,UNC,0.2406,10.46,15.688,17.088,19.113,33.988,44.838,55.413,0.262,0.387,0.512,9.412,0.0,0.019795837,-999.0,-999.0,-999.0
1118,UNCXY,ELR,0.2753,11.23,16.588,18.813,21.713,33.613,43.413,53.763,0.572,0.692,0.802,9.517,0.0,0.030737469,-999.0,-999.0,-999.0
1119,NOEL,NER,0.313,11.11,18.088,21.138,23.738,34.238,44.488,55.138,-0.238,0.122,0.372,9.517,0.032610662,0.017352913,-999.0,-999.0,-999.0
1120,NOEL,LLR,0.1894,10.81,15.788,17.713,20.613,35.113,45.238,55.413,-1.233,-0.703,-0.333,9.682,0.0017655708,0.017100334,-999.0,-999.0,-999.0
1121,SFX,SF,0.2072,10.86,15.863,18.388,22.263,34.588,44.638,55.163,-0.758,-0.518,-0.323,9.757,0.062363725,0.024089545,-999.0,-999.0,-999.0
1122,AGNXY,sAGN,0.3022,10.87,16.938,19.213,21.963,35.888,47.163,56.263,0.612,0.732,0.742,9.037,0.0,0.016665302,-999.0,-999.0,-999.0
1123,AGNXY,sAGN,0.2794,10.86,20.188,22.238,24.013,40.838,51.438,57.163,1.217,1.282,1.357,9.077,0.075993635,0.014936126,-999.0,-999.0,-999.0
1124,UNCX,NER,0.2827,11.19,15.613,17.438,20.888,34.938,45.013,55.338,-0.758,-0.368,-0.028,9.727,0.035220996,0.024310863,-999.0,-999.0,-999.0
1125,UNCXY,sAGN,0.2519,10.39,15.813,17.438,19.563,34.138,44.438,55.063,0.952,1.017,1.112,8.972,0.03727052,0.019935347,-999.0,-999.0,-999.0
1126,UNCXY,sAGN,0.1807,10.64,22.413,23.738,24.638,34.913,49.638,57.213,0.587,0.742,0.942,9.267,0.097222276,0.013732785,-999.0,-999.0,-999.0
1127,AGNXY,sAGN,0.2506,10.84,15.738,18.038,21.763,34.588,45.563,55.313,0.257,0.352,0.452,9.462,0.02144501,0.018542066,-999.0,-999.0,-999.0
1128,UNCXY,sAGN,0.2283,10.34,16.013,16.513,20.563,55.063,56.838,59.088,0.642,0.647,0.652,9.272,0.016815592,0.04646319,-999.0,-999.0,-999.0
1129,UNCX,ELR,0.1444,11.0,17.138,20.138,23.113,34.313,44.738,55.188,-0.853,-0.523,-0.408,9.627,0.0,0.030966248,-999.0,-999.0,-999.0
1130,SFX,UNC,0.2568,11.0,16.338,18.888,22.113,34.188,44.913,55.338,0.337,0.547,0.697,9.437,0.017205222,0.025201412,-999.0,-999.0,-999.0
1131,UNCXY,sAGN,0.1297,10.3,19.288,21.213,23.113,43.138,54.163,58.488,0.132,0.222,0.347,9.202,0.009363118,0.01581571,-999.0,-999.0,-999.0
1132,NOEL,NER,0.2672,11.08,15.188,15.863,17.238,36.113,46.663,55.563,-0.698,-0.148,0.222,9.527,0.0007836673,0.02713369,-999.0,-999.0,-999.0
1133,NOEL,NER,0.2682,11.02,17.738,20.463,22.888,34.463,44.413,54.963,-0.298,0.167,0.392,9.462,0.019573474,0.009621378,-999.0,-999.0,-999.0
1134,NOEL,LLR,0.3018,11.04,16.588,19.288,22.513,34.538,44.813,55.288,-0.748,-0.233,0.097,9.632,0.0,0.014941402,-999.0,-999.0,-999.0
1135,NOEL,NER,0.2675,11.09,17.888,21.488,23.988,34.588,44.488,55.088,-0.343,0.077,0.287,9.597,0.045613624,0.016511966,-999.0,-999.0,-999.0
1136,AGNXY,sAGN,0.2273,11.01,18.688,21.463,23.638,34.913,46.313,56.013,0.727,0.837,0.922,9.412,0.0738281,0.019820288,-999.0,-999.0,-999.0
1137,NOEL,NER,0.1502,10.67,15.163,15.763,17.138,35.463,45.313,54.688,-1.648,-1.193,-0.843,9.717,0.0,0.015844768,-999.0,-999.0,-999.0
1138,UNCX,NER,0.3108,11.35,17.738,20.413,22.938,34.838,44.963,55.363,-0.433,0.072,0.282,9.522,0.0047842828,0.015422602,-999.0,-999.0,-999.0
1139,AGNXY,sAGN,0.2253,10.77,23.263,24.263,24.663,40.488,49.163,53.788,1.377,1.377,1.382,8.682,0.21150638,0.015117951,-999.0,-999.0,-999.0
1140,UNCX,NER,0.2398,11.11,15.138,15.438,16.338,36.113,47.163,55.513,0.262,0.352,0.482,9.657,0.0,0.043165863,-999.0,-999.0,-999.0
1141,NOEL,LLR,0.0992,10.41,15.563,17.438,19.988,35.363,44.838,54.688,-2.483,-1.978,-1.648,9.707,0.03154857,0.016358878,-999.0,-999.0,-999.0
1142,UNCXY,sAGN,0.241,11.06,17.063,20.388,23.513,34.763,45.688,55.538,0.412,0.612,0.787,9.382,-999.0,-999.0,-999.0,-999.0,-999.0
1143,SFX,sAGN,0.2585,11.04,17.388,20.313,23.163,34.013,43.213,53.813,0.497,0.582,0.667,9.507,0.029931895,0.010310214,-999.0,-999.0,-999.0
1144,NOEL,LLR,0.2516,11.05,15.163,15.763,17.088,35.963,46.213,55.488,-0.253,-0.078,0.077,9.642,0.0057551577,0.024008373,-999.0,-999.0,-999.0
1145,NOEL,NER,0.2125,10.95,15.163,15.738,17.113,35.088,44.313,54.288,-0.968,-0.643,-0.383,9.732,0.0,0.021517828,-999.0,-999.0,-999.0
1146,UNCX,ELR,0.3017,11.23,15.788,17.163,19.138,35.138,44.613,54.913,0.112,0.392,0.552,9.562,0.04895076,0.015382002,-999.0,-999.0,-999.0
1147,SFY,NER,0.1087,9.972,15.488,16.863,19.438,35.213,45.588,55.563,-1.253,-0.848,-0.628,9.587,0.0,0.025263257,-999.0,-999.0,-999.0
1148,AGNXY,sAGN,0.3081,11.03,19.688,22.013,24.013,38.813,48.863,56.663,0.972,1.072,1.147,9.307,0.054251492,0.017914824,-999.0,-999.0,-999.0
1149,SFX,UNC,0.275,10.51,16.638,19.488,22.613,34.513,44.963,55.063,0.637,0.747,0.852,9.217,0.032482106,0.018397372,-999.0,-999.0,-999.0
1150,NOEL,NER,0.2576,10.85,16.063,18.163,20.938,34.913,44.663,55.163,-0.853,-0.383,-0.088,9.382,0.02229057,0.010869867,-999.0,-999.0,-999.0
1151,UNCX,LLR,0.2503,10.66,15.838,18.013,21.438,34.763,44.863,55.288,-0.793,-0.523,-0.223,9.267,0.016375888,0.020142656,-999.0,-999.0,-999.0
1152,UNCX,LLR,0.2465,11.21,17.063,20.088,22.963,34.788,44.913,55.313,-0.518,-0.333,-0.113,9.677,0.0,0.014429131,-999.0,-999.0,-999.0
1153,UNCXY,sAGN,0.1378,10.04,15.313,16.263,18.013,34.713,44.238,54.288,-1.413,-0.393,0.107,9.092,0.0,0.021217471,-999.0,-999.0,-999.0
1154,SFX,sAGN,0.1246,10.42,16.663,18.088,19.563,35.413,47.438,55.363,-0.058,0.062,0.202,9.347,0.021535473,0.019219246,-999.0,-999.0,-999.0
1155,SFXY,SF,0.1564,10.1,23.638,24.338,24.863,48.863,57.313,58.288,1.092,1.197,1.212,8.547,0.1530912,0.017842142,-999.0,-999.0,-999.0
1156,UNCX,ELR,0.3173,11.11,17.613,20.963,23.688,34.113,43.938,54.638,0.177,0.362,0.512,9.487,0.008286415,0.022504931,-999.0,-999.0,-999.0
1157,UNCX,ELR,0.2639,10.99,17.988,21.413,23.863,35.038,45.363,55.413,0.082,0.222,0.362,9.487,0.041629862,0.016927885,-999.0,-999.0,-999.0
1158,UNCXY,sAGN,0.3169,10.77,21.088,23.163,24.513,36.213,47.038,55.838,1.002,1.192,1.192,9.087,0.021452688,0.021396076,-999.0,-999.0,-999.0
1159,UNCX,LLR,0.1572,10.43,15.313,16.438,18.413,35.313,45.238,55.138,-1.118,-0.608,-0.403,9.502,0.030653661,0.013613165,-999.0,-999.0,-999.0
1160,AGNX,NER,0.1756,10.93,17.138,20.388,23.388,33.513,42.188,53.213,0.322,0.422,0.502,9.537,0.06522203,0.027290538,-999.0,-999.0,-999.0
1161,SFXY,SF,0.2254,10.02,16.713,19.738,22.963,36.038,48.163,56.763,0.232,0.702,0.797,8.852,0.0021662428,0.016237829,-999.0,-999.0,-999.0
1162,NOEL,NER,0.2231,10.76,15.838,17.963,21.138,34.938,44.963,55.313,-1.393,-0.988,-0.563,9.642,0.0,0.020002829,-999.0,-999.0,-999.0
1163,NOEL,NER,0.2664,10.68,15.113,15.413,16.188,36.413,45.438,54.688,-0.708,-0.428,-0.218,9.077,0.0,0.013923366,-999.0,-999.0,-999.0
1164,AGNXY,sAGN,0.1982,10.35,16.338,19.088,22.838,34.613,45.138,55.463,-0.328,0.002,0.112,9.122,-999.0,-999.0,-999.0,-999.0,-999.0
1165,AGNXY,sAGN,0.2327,10.45,15.663,17.213,19.413,36.638,47.513,56.788,1.112,1.192,1.237,8.827,0.048728697,0.015659275,-999.0,-999.0,-999.0
1166,AGNX,LLR,0.216,10.61,16.113,18.888,22.363,34.713,44.538,54.763,-1.698,-1.053,-0.693,9.462,0.017021395,0.060684536,-999.0,-999.0,-999.0
1167,NOEL,NER,0.1776,10.63,18.013,21.213,23.638,35.038,44.938,55.388,-0.553,-0.298,-0.113,9.672,0.02925861,0.015144584,-999.0,-999.0,-999.0
1168,UNCX,LLR,0.1336,10.41,15.713,17.588,20.713,35.113,45.188,55.313,-1.493,-1.248,-0.788,9.352,0.008501135,0.015020705,-999.0,-999.0,-999.0
1169,AGNXY,wAGN,0.2937,10.79,19.838,22.563,24.213,34.338,44.013,54.963,0.042,0.577,0.672,9.062,0.051279496,0.020350222,-999.0,-999.0,-999.0
1170,SFX,UNC,0.1417,10.49,16.213,17.838,19.438,35.513,46.588,55.988,-1.288,-0.593,-0.228,9.667,0.035274807,0.017061021,-999.0,-999.0,-999.0
1171,UNCXY,SF,0.1692,10.38,22.513,23.988,24.738,35.413,47.013,55.838,0.267,0.412,0.617,8.992,0.096715115,0.022308102,-999.0,-999.0,-999.0
1172,SFXY,SF,0.0863,9.772,22.238,23.788,24.688,37.813,48.213,55.538,-0.083,0.007,0.112,9.172,0.059828494,0.01589195,-999.0,-999.0,-999.0
1173,UNCX,NER,0.2627,11.06,16.363,19.063,22.463,34.238,44.613,55.038,0.667,0.807,0.892,9.437,0.0,0.02379938,-999.0,-999.0,-999.0
1174,AGNXY,UNC,0.2582,10.89,22.788,24.063,24.688,36.313,47.238,56.213,0.522,0.637,0.972,9.242,0.06393078,0.016744025,-999.0,-999.0,-999.0
1175,AGNXY,ELR,0.1795,10.27,15.263,16.213,18.213,35.713,45.763,55.538,-1.668,-1.163,-0.888,9.377,0.01125855,0.0,-999.0,-999.0,-999.0
1176,NOEL,LLR,0.1698,10.79,17.313,20.238,23.138,34.838,45.113,55.288,-1.148,-0.538,-0.108,9.727,8.89076e-06,0.023725297,-999.0,-999.0,-999.0
1177,SFX,UNC,0.2371,10.85,19.588,22.013,23.913,34.463,44.763,55.088,0.232,0.382,0.467,9.237,0.013228236,0.01588348,-999.0,-999.0,-999.0
1178,AGNX,LLR,0.0938,10.97,16.013,18.213,21.113,34.513,45.863,55.763,-0.533,-0.338,-0.203,9.752,0.025472382,0.022343863,-999.0,-999.0,-999.0
1179,UNCX,ELR,0.1798,10.89,15.413,16.613,18.838,35.463,45.763,55.513,-0.658,-0.333,-0.138,9.597,0.0,0.021006154,-999.0,-999.0,-999.0
1180,SFX,sAGN,0.167,10.78,19.663,21.138,22.463,34.813,45.338,55.113,0.272,0.382,0.472,9.527,0.05341417,0.013690127,-999.0,-999.0,-999.0
1181,NOEL,NER,0.2674,10.96,16.113,19.038,22.688,35.113,45.038,55.263,-0.893,-0.478,-0.178,9.657,0.03274237,0.012565578,-999.0,-999.0,-999.0
1182,NOEL,LLR,0.1363,11.02,15.713,17.638,20.763,34.688,44.963,55.338,-1.358,-1.093,-0.758,9.692,0.0,0.017861616,-999.0,-999.0,-999.0
1183,SFXY,SF,0.2421,10.63,18.588,21.313,23.563,34.688,44.663,54.688,0.607,0.707,0.757,9.267,0.031368542,0.014859442,-999.0,-999.0,-999.0
1184,NOEL,NER,0.1706,10.67,15.838,18.238,21.938,35.163,45.438,55.488,-1.138,-0.678,-0.448,9.622,0.0,0.02062747,-999.0,-999.0,-999.0
1185,NOEL,NER,0.2597,11.05,15.688,17.663,21.013,35.438,45.763,55.688,-0.713,-0.213,0.057,9.597,0.0,0.02430523,-999.0,-999.0,-999.0
1186,UNCXY,sAGN,0.2241,10.77,21.238,22.988,24.338,35.013,46.538,55.638,0.597,0.797,0.912,9.132,0.066780776,0.018687017,-999.0,-999.0,-999.0
1187,UNCX,ELR,0.1769,10.55,15.438,17.088,20.238,35.188,44.888,54.813,-1.448,-0.848,-0.628,9.442,0.04247275,0.014641733,-999.0,-999.0,-999.0
1188,UNCXY,sAGN,0.2582,11.12,19.963,22.588,24.313,36.163,47.488,55.963,0.767,0.827,0.902,9.452,0.035868067,0.021914173,-999.0,-999.0,-999.0
1189,AGNXY,wAGN,0.2916,11.17,17.538,21.088,23.788,33.188,41.488,53.263,0.557,0.662,0.717,9.542,0.04303507,0.019396972,-999.0,-999.0,-999.0
1190,UNCX,LLR,0.1972,11.1,17.088,20.313,23.338,34.288,44.188,54.588,0.037,0.177,0.252,9.632,-999.0,-999.0,-999.0,-999.0,-999.0
